## Measurements of the probability distribution function of specific black hole accretion rates, p(log lambda_{sBHAR} | M_*,z),
## for All galaxies as a function of stellar mass and redshift.
## Taken from Aird et al. 2017b, MNRAS(in press), arXiv:1705.01132 (see Figure 2)
## Column description:
## z_lo, z_hi  - lower and upper limit of redshift bin
## mass_lo, mass_hi - lower and	upper limit of stellar mass bin	in log (Mstel/Msun)
## logl	- value	of log(specific black hole accretion rate) - see Equation 2 of Aird+17b
## p(median), p_lolim(90%CL), p_uplim(90%CL) - estimates of p(log lambda) (per unit dex), giving the median and 90% upper and lower
##                                             central confidence limits based on posterior distribution.
## flag	- 1 indicates reliable	measurement, 0 indicates potential for significant contamination by star formation thus unreliable.
##
#     z_lo      z_hi   mass_lo   mass_hi      logl      p(median)       p_lolim(90%CL)   p_uplim(90%CL)      flag
      1.00      1.50      9.00      9.50      1.08       1.91E-04       3.33E-05       6.97E-04   1
      1.00      1.50      9.00      9.50      1.16       1.77E-04       2.91E-05       6.66E-04   1
      1.00      1.50      9.00      9.50      1.24       1.61E-04       2.52E-05       6.42E-04   1
      1.00      1.50      9.00      9.50      1.32       1.43E-04       2.25E-05       6.23E-04   1
      1.00      1.50      9.00      9.50      1.40       1.28E-04       1.93E-05       6.04E-04   1
      1.00      1.50      9.00      9.50      1.48       1.15E-04       1.57E-05       5.57E-04   1
      1.00      1.50      9.00      9.50      1.56       1.02E-04       1.31E-05       5.54E-04   1
      1.00      1.50      9.00      9.50      1.64       8.99E-05       1.19E-05       5.22E-04   1
      1.00      1.50      9.00      9.50      1.72       7.98E-05       1.05E-05       5.05E-04   1
      1.00      1.50      9.00      9.50      1.80       7.02E-05       8.71E-06       4.70E-04   1
      1.00      1.50      9.00      9.50      1.88       6.40E-05       7.67E-06       4.43E-04   1
      1.00      1.50      9.00      9.50      1.96       5.83E-05       6.28E-06       4.24E-04   1
      1.00      1.50      9.00      9.50      2.04       5.40E-05       5.14E-06       4.21E-04   1
      1.00      1.50      9.00      9.50      2.12       4.96E-05       4.06E-06       3.96E-04   1
      1.00      1.50      9.00      9.50      2.20       4.48E-05       3.26E-06       3.83E-04   1
      1.00      1.50      9.00      9.50      2.28       3.88E-05       2.60E-06       3.54E-04   1
      1.00      1.50      9.00      9.50      2.36       3.36E-05       2.07E-06       3.21E-04   1
      1.00      1.50      9.00      9.50      2.44       2.77E-05       1.61E-06       2.80E-04   1
      1.00      1.50      9.00      9.50      2.52       2.21E-05       1.17E-06       2.25E-04   1
      1.00      1.50      9.00      9.50      2.60       1.63E-05       7.71E-07       1.67E-04   1
      1.00      1.50      9.00      9.50      2.68       1.05E-05       4.95E-07       1.14E-04   1
      1.00      1.50      9.00      9.50      2.76       6.09E-06       2.95E-07       6.95E-05   1
      1.00      1.50      9.00      9.50      2.84       3.00E-06       1.36E-07       3.52E-05   1
      1.00      1.50      9.00      9.50      2.92       1.23E-06       5.21E-08       1.48E-05   1
      0.50      1.00      9.00      9.50     -5.00       9.50E-03       6.27E-04       7.15E-02   0
      0.50      1.00      9.00      9.50     -4.92       1.38E-02       9.30E-04       1.04E-01   0
      0.50      1.00      9.00      9.50     -4.84       1.94E-02       1.31E-03       1.45E-01   0
      0.50      1.00      9.00      9.50     -4.76       2.61E-02       1.84E-03       1.91E-01   0
      0.50      1.00      9.00      9.50     -4.68       3.39E-02       2.45E-03       2.43E-01   0
      0.50      1.00      9.00      9.50     -4.60       4.19E-02       3.12E-03       2.93E-01   0
      0.50      1.00      9.00      9.50     -4.52       4.94E-02       3.81E-03       3.35E-01   0
      0.50      1.00      9.00      9.50     -4.44       5.50E-02       4.48E-03       3.59E-01   0
      0.50      1.00      9.00      9.50     -4.36       5.77E-02       4.89E-03       3.52E-01   0
      0.50      1.00      9.00      9.50     -4.28       5.68E-02       5.30E-03       3.28E-01   0
      0.50      1.00      9.00      9.50     -4.20       5.31E-02       5.31E-03       3.01E-01   0
      0.50      1.00      9.00      9.50     -4.12       4.76E-02       5.12E-03       2.62E-01   0
      0.50      1.00      9.00      9.50     -4.04       4.10E-02       4.76E-03       2.23E-01   0
      0.50      1.00      9.00      9.50     -3.96       3.49E-02       4.45E-03       1.82E-01   0
      0.50      1.00      9.00      9.50     -3.88       2.98E-02       3.93E-03       1.49E-01   0
      0.50      1.00      9.00      9.50     -3.80       2.56E-02       3.47E-03       1.24E-01   0
      0.50      1.00      9.00      9.50     -3.72       2.16E-02       2.97E-03       1.02E-01   0
      0.50      1.00      9.00      9.50     -3.64       1.83E-02       2.56E-03       8.52E-02   0
      0.50      1.00      9.00      9.50     -3.56       1.54E-02       2.20E-03       7.48E-02   0
      0.50      1.00      9.00      9.50     -3.48       1.32E-02       1.95E-03       6.49E-02   0
      0.50      1.00      9.00      9.50     -3.40       1.10E-02       1.67E-03       5.57E-02   0
      0.50      1.00      9.00      9.50     -3.32       9.25E-03       1.38E-03       4.76E-02   0
      0.50      1.00      9.00      9.50     -3.24       7.82E-03       1.23E-03       4.04E-02   0
      0.50      1.00      9.00      9.50     -3.16       6.51E-03       1.02E-03       3.30E-02   0
      0.50      1.00      9.00      9.50     -3.08       5.47E-03       8.78E-04       2.75E-02   0
      0.50      1.00      9.00      9.50     -3.00       4.68E-03       7.61E-04       2.29E-02   0
      0.50      1.00      9.00      9.50     -2.92       4.02E-03       6.69E-04       1.88E-02   0
      0.50      1.00      9.00      9.50     -2.84       3.46E-03       5.93E-04       1.59E-02   0
      0.50      1.00      9.00      9.50     -2.76       3.01E-03       5.18E-04       1.37E-02   1
      0.50      1.00      9.00      9.50     -2.68       2.60E-03       4.75E-04       1.17E-02   1
      0.50      1.00      9.00      9.50     -2.60       2.35E-03       4.46E-04       1.01E-02   1
      0.50      1.00      9.00      9.50     -2.52       2.09E-03       4.10E-04       8.95E-03   1
      0.50      1.00      9.00      9.50     -2.44       1.86E-03       3.74E-04       7.80E-03   1
      0.50      1.00      9.00      9.50     -2.36       1.70E-03       3.58E-04       6.96E-03   1
      0.50      1.00      9.00      9.50     -2.28       1.56E-03       3.41E-04       6.26E-03   1
      0.50      1.00      9.00      9.50     -2.20       1.42E-03       3.25E-04       5.67E-03   1
      0.50      1.00      9.00      9.50     -2.12       1.33E-03       3.19E-04       5.07E-03   1
      0.50      1.00      9.00      9.50     -2.04       1.29E-03       3.12E-04       4.55E-03   1
      0.50      1.00      9.00      9.50     -1.96       1.25E-03       3.31E-04       4.08E-03   1
      0.50      1.00      9.00      9.50     -1.88       1.23E-03       3.66E-04       3.80E-03   1
      0.50      1.00      9.00      9.50     -1.80       1.23E-03       3.94E-04       3.63E-03   1
      0.50      1.00      9.00      9.50     -1.72       1.27E-03       4.30E-04       3.55E-03   1
      0.50      1.00      9.00      9.50     -1.64       1.32E-03       4.66E-04       3.58E-03   1
      0.50      1.00      9.00      9.50     -1.56       1.40E-03       5.11E-04       3.66E-03   1
      0.50      1.00      9.00      9.50     -1.48       1.48E-03       5.58E-04       3.78E-03   1
      0.50      1.00      9.00      9.50     -1.40       1.61E-03       6.14E-04       3.91E-03   1
      0.50      1.00      9.00      9.50     -1.32       1.75E-03       6.65E-04       4.00E-03   1
      0.50      1.00      9.00      9.50     -1.24       1.87E-03       7.23E-04       4.12E-03   1
      0.50      1.00      9.00      9.50     -1.16       1.98E-03       7.80E-04       4.20E-03   1
      0.50      1.00      9.00      9.50     -1.08       2.06E-03       8.45E-04       4.12E-03   1
      0.50      1.00      9.00      9.50     -1.00       2.06E-03       8.69E-04       4.02E-03   1
      0.50      1.00      9.00      9.50     -0.92       2.03E-03       8.97E-04       3.77E-03   1
      0.50      1.00      9.00      9.50     -0.84       1.94E-03       8.99E-04       3.50E-03   1
      0.50      1.00      9.00      9.50     -0.76       1.80E-03       8.44E-04       3.14E-03   1
      0.50      1.00      9.00      9.50     -0.68       1.62E-03       7.95E-04       2.73E-03   1
      0.50      1.00      9.00      9.50     -0.60       1.45E-03       7.41E-04       2.37E-03   1
      0.50      1.00      9.00      9.50     -0.52       1.27E-03       6.89E-04       2.09E-03   1
      0.50      1.00      9.00      9.50     -0.44       1.13E-03       6.29E-04       1.88E-03   1
      0.50      1.00      9.00      9.50     -0.36       1.02E-03       5.79E-04       1.72E-03   1
      0.50      1.00      9.00      9.50     -0.28       9.42E-04       5.38E-04       1.57E-03   1
      0.50      1.00      9.00      9.50     -0.20       8.83E-04       5.06E-04       1.47E-03   1
      0.50      1.00      9.00      9.50     -0.12       8.24E-04       4.71E-04       1.40E-03   1
      0.50      1.00      9.00      9.50     -0.04       7.71E-04       4.31E-04       1.31E-03   1
      0.50      1.00      9.00      9.50      0.04       7.03E-04       3.84E-04       1.23E-03   1
      0.50      1.00      9.00      9.50      0.12       6.26E-04       3.21E-04       1.12E-03   1
      0.50      1.00      9.00      9.50      0.20       5.32E-04       2.59E-04       9.92E-04   1
      0.50      1.00      9.00      9.50      0.28       4.37E-04       2.04E-04       8.53E-04   1
      0.50      1.00      9.00      9.50      0.36       3.47E-04       1.51E-04       6.84E-04   1
      0.50      1.00      9.00      9.50      0.44       2.63E-04       1.06E-04       5.47E-04   1
      0.50      1.00      9.00      9.50      0.52       1.93E-04       7.25E-05       4.29E-04   1
      0.50      1.00      9.00      9.50      0.60       1.41E-04       4.78E-05       3.41E-04   1
      0.50      1.00      9.00      9.50      0.68       1.03E-04       3.20E-05       2.71E-04   1
      0.50      1.00      9.00      9.50      0.76       7.67E-05       2.22E-05       2.21E-04   1
      0.50      1.00      9.00      9.50      0.84       5.88E-05       1.61E-05       1.86E-04   1
      0.50      1.00      9.00      9.50      0.92       4.63E-05       1.17E-05       1.57E-04   1
      0.50      1.00      9.00      9.50      1.00       3.72E-05       9.02E-06       1.39E-04   1
      0.50      1.00      9.00      9.50      1.08       3.07E-05       6.91E-06       1.27E-04   1
      0.50      1.00      9.00      9.50      1.16       2.59E-05       5.50E-06       1.14E-04   1
      0.50      1.00      9.00      9.50      1.24       2.22E-05       4.46E-06       1.04E-04   1
      0.50      1.00      9.00      9.50      1.32       1.99E-05       3.76E-06       9.41E-05   1
      0.50      1.00      9.00      9.50      1.40       1.80E-05       3.15E-06       8.51E-05   1
      0.50      1.00      9.00      9.50      1.48       1.64E-05       2.66E-06       7.74E-05   1
      0.50      1.00      9.00      9.50      1.56       1.49E-05       2.37E-06       7.27E-05   1
      0.50      1.00      9.00      9.50      1.64       1.36E-05       1.96E-06       6.80E-05   1
      0.50      1.00      9.00      9.50      1.72       1.25E-05       1.68E-06       6.41E-05   1
      0.50      1.00      9.00      9.50      1.80       1.15E-05       1.42E-06       6.36E-05   1
      0.50      1.00      9.00      9.50      1.88       1.06E-05       1.16E-06       6.19E-05   1
      0.50      1.00      9.00      9.50      1.96       9.92E-06       9.51E-07       6.07E-05   1
      0.50      1.00      9.00      9.50      2.04       9.23E-06       8.24E-07       6.00E-05   1
      0.50      1.00      9.00      9.50      2.12       8.39E-06       6.94E-07       6.06E-05   1
      0.50      1.00      9.00      9.50      2.20       7.72E-06       5.68E-07       5.79E-05   1
      0.50      1.00      9.00      9.50      2.28       6.90E-06       4.78E-07       5.27E-05   1
      0.50      1.00      9.00      9.50      2.36       5.83E-06       3.83E-07       4.82E-05   1
      0.50      1.00      9.00      9.50      2.44       4.96E-06       2.91E-07       4.35E-05   1
      0.50      1.00      9.00      9.50      2.52       3.83E-06       2.22E-07       3.64E-05   1
      0.50      1.00      9.00      9.50      2.60       2.79E-06       1.59E-07       2.86E-05   1
      0.50      1.00      9.00      9.50      2.68       1.87E-06       1.01E-07       2.01E-05   1
      0.50      1.00      9.00      9.50      2.76       1.09E-06       5.68E-08       1.20E-05   1
      0.50      1.00      9.00      9.50      2.84       5.48E-07       2.76E-08       6.11E-06   1
      0.50      1.00      9.00      9.50      2.92       2.24E-07       1.14E-08       2.54E-06   1
      0.10      0.50      9.00      9.50     -5.00       3.60E-03       1.06E-04       4.77E-02   0
      0.10      0.50      9.00      9.50     -4.92       5.30E-03       1.62E-04       6.93E-02   0
      0.10      0.50      9.00      9.50     -4.84       7.54E-03       2.38E-04       9.74E-02   0
      0.10      0.50      9.00      9.50     -4.76       1.04E-02       3.28E-04       1.32E-01   0
      0.10      0.50      9.00      9.50     -4.68       1.37E-02       4.55E-04       1.66E-01   0
      0.10      0.50      9.00      9.50     -4.60       1.73E-02       6.09E-04       1.95E-01   0
      0.10      0.50      9.00      9.50     -4.52       2.11E-02       8.03E-04       2.19E-01   0
      0.10      0.50      9.00      9.50     -4.44       2.43E-02       9.98E-04       2.33E-01   0
      0.10      0.50      9.00      9.50     -4.36       2.65E-02       1.18E-03       2.34E-01   0
      0.10      0.50      9.00      9.50     -4.28       2.72E-02       1.35E-03       2.15E-01   0
      0.10      0.50      9.00      9.50     -4.20       2.67E-02       1.40E-03       1.92E-01   0
      0.10      0.50      9.00      9.50     -4.12       2.55E-02       1.44E-03       1.67E-01   0
      0.10      0.50      9.00      9.50     -4.04       2.34E-02       1.48E-03       1.48E-01   0
      0.10      0.50      9.00      9.50     -3.96       2.10E-02       1.49E-03       1.28E-01   0
      0.10      0.50      9.00      9.50     -3.88       1.91E-02       1.45E-03       1.12E-01   0
      0.10      0.50      9.00      9.50     -3.80       1.70E-02       1.45E-03       9.74E-02   0
      0.10      0.50      9.00      9.50     -3.72       1.54E-02       1.44E-03       8.35E-02   0
      0.10      0.50      9.00      9.50     -3.64       1.38E-02       1.40E-03       7.34E-02   0
      0.10      0.50      9.00      9.50     -3.56       1.26E-02       1.33E-03       6.43E-02   0
      0.10      0.50      9.00      9.50     -3.48       1.13E-02       1.28E-03       5.55E-02   0
      0.10      0.50      9.00      9.50     -3.40       9.92E-03       1.21E-03       4.71E-02   0
      0.10      0.50      9.00      9.50     -3.32       9.07E-03       1.18E-03       3.99E-02   0
      0.10      0.50      9.00      9.50     -3.24       8.08E-03       1.07E-03       3.49E-02   1
      0.10      0.50      9.00      9.50     -3.16       7.36E-03       9.92E-04       3.10E-02   1
      0.10      0.50      9.00      9.50     -3.08       6.72E-03       9.99E-04       2.80E-02   1
      0.10      0.50      9.00      9.50     -3.00       6.14E-03       1.03E-03       2.49E-02   1
      0.10      0.50      9.00      9.50     -2.92       5.50E-03       1.01E-03       2.21E-02   1
      0.10      0.50      9.00      9.50     -2.84       4.96E-03       1.01E-03       1.90E-02   1
      0.10      0.50      9.00      9.50     -2.76       4.57E-03       9.83E-04       1.64E-02   1
      0.10      0.50      9.00      9.50     -2.68       4.17E-03       9.87E-04       1.43E-02   1
      0.10      0.50      9.00      9.50     -2.60       3.82E-03       1.00E-03       1.28E-02   1
      0.10      0.50      9.00      9.50     -2.52       3.74E-03       1.04E-03       1.14E-02   1
      0.10      0.50      9.00      9.50     -2.44       3.59E-03       1.07E-03       1.10E-02   1
      0.10      0.50      9.00      9.50     -2.36       3.54E-03       1.21E-03       1.03E-02   1
      0.10      0.50      9.00      9.50     -2.28       3.63E-03       1.33E-03       9.91E-03   1
      0.10      0.50      9.00      9.50     -2.20       3.75E-03       1.48E-03       9.61E-03   1
      0.10      0.50      9.00      9.50     -2.12       3.95E-03       1.70E-03       9.30E-03   1
      0.10      0.50      9.00      9.50     -2.04       4.23E-03       1.92E-03       9.48E-03   1
      0.10      0.50      9.00      9.50     -1.96       4.59E-03       2.21E-03       9.57E-03   1
      0.10      0.50      9.00      9.50     -1.88       5.06E-03       2.51E-03       9.76E-03   1
      0.10      0.50      9.00      9.50     -1.80       5.51E-03       2.86E-03       1.01E-02   1
      0.10      0.50      9.00      9.50     -1.72       5.97E-03       3.11E-03       1.01E-02   1
      0.10      0.50      9.00      9.50     -1.64       6.33E-03       3.43E-03       1.04E-02   1
      0.10      0.50      9.00      9.50     -1.56       6.51E-03       3.58E-03       1.04E-02   1
      0.10      0.50      9.00      9.50     -1.48       6.61E-03       3.73E-03       1.03E-02   1
      0.10      0.50      9.00      9.50     -1.40       6.49E-03       3.76E-03       9.94E-03   1
      0.10      0.50      9.00      9.50     -1.32       6.23E-03       3.58E-03       9.40E-03   1
      0.10      0.50      9.00      9.50     -1.24       5.73E-03       3.33E-03       8.79E-03   1
      0.10      0.50      9.00      9.50     -1.16       5.12E-03       3.02E-03       7.85E-03   1
      0.10      0.50      9.00      9.50     -1.08       4.38E-03       2.61E-03       6.88E-03   1
