## Measurements of the probability distribution function of specific black hole accretion rates, p(log lambda_{sBHAR} | M_*,z),
## for All galaxies as a function of stellar mass and redshift.
## Taken from Aird et al. 2017b, MNRAS(in press), arXiv:1705.01132 (see Figure 2)
## Column description:
## z_lo, z_hi  - lower and upper limit of redshift bin
## mass_lo, mass_hi - lower and	upper limit of stellar mass bin	in log (Mstel/Msun)
## logl	- value	of log(specific black hole accretion rate) - see Equation 2 of Aird+17b
## p(median), p_lolim(90%CL), p_uplim(90%CL) - estimates of p(log lambda) (per unit dex), giving the median and 90% upper and lower
##                                             central confidence limits based on posterior distribution.
## flag	- 1 indicates reliable	measurement, 0 indicates potential for significant contamination by star formation thus unreliable.
##
#     z_lo      z_hi   mass_lo   mass_hi      logl      p(median)       p_lolim(90%CL)   p_uplim(90%CL)      flag
      0.50      1.00     10.00     10.50     -0.36       1.88E-03       1.14E-03       2.82E-03   1
      0.50      1.00     10.00     10.50     -0.28       1.36E-03       7.69E-04       2.13E-03   1
      0.50      1.00     10.00     10.50     -0.20       9.85E-04       5.18E-04       1.63E-03   1
      0.50      1.00     10.00     10.50     -0.12       7.27E-04       3.52E-04       1.27E-03   1
      0.50      1.00     10.00     10.50     -0.04       5.39E-04       2.46E-04       9.92E-04   1
      0.50      1.00     10.00     10.50      0.04       4.01E-04       1.67E-04       7.81E-04   1
      0.50      1.00     10.00     10.50      0.12       2.98E-04       1.18E-04       6.16E-04   1
      0.50      1.00     10.00     10.50      0.20       2.21E-04       8.35E-05       4.92E-04   1
      0.50      1.00     10.00     10.50      0.28       1.66E-04       5.58E-05       4.00E-04   1
      0.50      1.00     10.00     10.50      0.36       1.26E-04       4.01E-05       3.20E-04   1
      0.50      1.00     10.00     10.50      0.44       9.51E-05       2.73E-05       2.68E-04   1
      0.50      1.00     10.00     10.50      0.52       7.38E-05       1.93E-05       2.32E-04   1
      0.50      1.00     10.00     10.50      0.60       5.86E-05       1.42E-05       1.96E-04   1
      0.50      1.00     10.00     10.50      0.68       4.76E-05       1.05E-05       1.67E-04   1
      0.50      1.00     10.00     10.50      0.76       3.87E-05       8.15E-06       1.49E-04   1
      0.50      1.00     10.00     10.50      0.84       3.24E-05       6.20E-06       1.35E-04   1
      0.50      1.00     10.00     10.50      0.92       2.72E-05       4.92E-06       1.22E-04   1
      0.50      1.00     10.00     10.50      1.00       2.27E-05       4.00E-06       1.11E-04   1
      0.50      1.00     10.00     10.50      1.08       1.96E-05       3.27E-06       1.04E-04   1
      0.50      1.00     10.00     10.50      1.16       1.72E-05       2.69E-06       9.40E-05   1
      0.50      1.00     10.00     10.50      1.24       1.52E-05       2.29E-06       8.96E-05   1
      0.50      1.00     10.00     10.50      1.32       1.36E-05       1.93E-06       8.42E-05   1
      0.50      1.00     10.00     10.50      1.40       1.23E-05       1.64E-06       7.97E-05   1
      0.50      1.00     10.00     10.50      1.48       1.12E-05       1.44E-06       7.24E-05   1
      0.50      1.00     10.00     10.50      1.56       1.05E-05       1.25E-06       7.13E-05   1
      0.50      1.00     10.00     10.50      1.64       9.88E-06       1.13E-06       6.58E-05   1
      0.50      1.00     10.00     10.50      1.72       9.25E-06       1.01E-06       6.47E-05   1
      0.50      1.00     10.00     10.50      1.80       8.77E-06       9.12E-07       6.60E-05   1
      0.50      1.00     10.00     10.50      1.88       8.26E-06       7.85E-07       6.89E-05   1
      0.50      1.00     10.00     10.50      1.96       7.84E-06       6.80E-07       6.74E-05   1
      0.50      1.00     10.00     10.50      2.04       7.42E-06       5.83E-07       6.88E-05   1
      0.50      1.00     10.00     10.50      2.12       6.85E-06       5.03E-07       6.65E-05   1
      0.50      1.00     10.00     10.50      2.20       6.16E-06       4.39E-07       6.50E-05   1
      0.50      1.00     10.00     10.50      2.28       5.54E-06       3.41E-07       6.25E-05   1
      0.50      1.00     10.00     10.50      2.36       4.91E-06       2.87E-07       5.64E-05   1
      0.50      1.00     10.00     10.50      2.44       4.05E-06       2.29E-07       4.98E-05   1
      0.50      1.00     10.00     10.50      2.52       3.27E-06       1.71E-07       4.15E-05   1
      0.50      1.00     10.00     10.50      2.60       2.36E-06       1.17E-07       3.07E-05   1
      0.50      1.00     10.00     10.50      2.68       1.57E-06       7.58E-08       2.12E-05   1
      0.50      1.00     10.00     10.50      2.76       9.30E-07       4.31E-08       1.28E-05   1
      0.50      1.00     10.00     10.50      2.84       4.66E-07       2.15E-08       6.62E-06   1
      0.50      1.00     10.00     10.50      2.92       1.91E-07       8.87E-09       2.72E-06   1
      0.10      0.50     10.00     10.50     -5.00       1.47E-03       1.26E-04       1.09E-02   0
      0.10      0.50     10.00     10.50     -4.92       2.18E-03       1.92E-04       1.59E-02   0
      0.10      0.50     10.00     10.50     -4.84       3.13E-03       2.81E-04       2.21E-02   0
      0.10      0.50     10.00     10.50     -4.76       4.33E-03       4.07E-04       2.99E-02   0
      0.10      0.50     10.00     10.50     -4.68       5.78E-03       5.72E-04       3.84E-02   0
      0.10      0.50     10.00     10.50     -4.60       7.37E-03       7.42E-04       4.69E-02   0
      0.10      0.50     10.00     10.50     -4.52       9.01E-03       9.60E-04       5.47E-02   0
      0.10      0.50     10.00     10.50     -4.44       1.05E-02       1.16E-03       6.26E-02   0
      0.10      0.50     10.00     10.50     -4.36       1.17E-02       1.41E-03       6.49E-02   0
      0.10      0.50     10.00     10.50     -4.28       1.24E-02       1.62E-03       6.43E-02   0
      0.10      0.50     10.00     10.50     -4.20       1.29E-02       1.93E-03       6.21E-02   0
      0.10      0.50     10.00     10.50     -4.12       1.31E-02       2.22E-03       5.94E-02   0
      0.10      0.50     10.00     10.50     -4.04       1.33E-02       2.56E-03       5.69E-02   0
      0.10      0.50     10.00     10.50     -3.96       1.32E-02       2.92E-03       5.42E-02   0
      0.10      0.50     10.00     10.50     -3.88       1.35E-02       3.20E-03       5.23E-02   0
      0.10      0.50     10.00     10.50     -3.80       1.38E-02       3.49E-03       5.08E-02   0
      0.10      0.50     10.00     10.50     -3.72       1.42E-02       4.01E-03       4.81E-02   0
      0.10      0.50     10.00     10.50     -3.64       1.48E-02       4.46E-03       4.59E-02   1
      0.10      0.50     10.00     10.50     -3.56       1.54E-02       5.00E-03       4.42E-02   1
      0.10      0.50     10.00     10.50     -3.48       1.62E-02       5.82E-03       4.33E-02   1
      0.10      0.50     10.00     10.50     -3.40       1.71E-02       6.75E-03       4.20E-02   1
      0.10      0.50     10.00     10.50     -3.32       1.80E-02       7.94E-03       4.12E-02   1
      0.10      0.50     10.00     10.50     -3.24       1.91E-02       9.03E-03       3.99E-02   1
      0.10      0.50     10.00     10.50     -3.16       2.02E-02       1.02E-02       3.93E-02   1
      0.10      0.50     10.00     10.50     -3.08       2.15E-02       1.16E-02       3.97E-02   1
      0.10      0.50     10.00     10.50     -3.00       2.30E-02       1.31E-02       4.03E-02   1
      0.10      0.50     10.00     10.50     -2.92       2.45E-02       1.46E-02       4.08E-02   1
      0.10      0.50     10.00     10.50     -2.84       2.59E-02       1.59E-02       4.07E-02   1
      0.10      0.50     10.00     10.50     -2.76       2.72E-02       1.68E-02       4.13E-02   1
      0.10      0.50     10.00     10.50     -2.68       2.82E-02       1.76E-02       4.15E-02   1
      0.10      0.50     10.00     10.50     -2.60       2.88E-02       1.82E-02       4.15E-02   1
      0.10      0.50     10.00     10.50     -2.52       2.89E-02       1.87E-02       4.13E-02   1
      0.10      0.50     10.00     10.50     -2.44       2.83E-02       1.87E-02       4.03E-02   1
      0.10      0.50     10.00     10.50     -2.36       2.71E-02       1.80E-02       3.82E-02   1
      0.10      0.50     10.00     10.50     -2.28       2.53E-02       1.70E-02       3.49E-02   1
      0.10      0.50     10.00     10.50     -2.20       2.29E-02       1.56E-02       3.17E-02   1
      0.10      0.50     10.00     10.50     -2.12       2.02E-02       1.38E-02       2.80E-02   1
      0.10      0.50     10.00     10.50     -2.04       1.76E-02       1.19E-02       2.44E-02   1
      0.10      0.50     10.00     10.50     -1.96       1.49E-02       1.01E-02       2.11E-02   1
      0.10      0.50     10.00     10.50     -1.88       1.26E-02       8.38E-03       1.82E-02   1
      0.10      0.50     10.00     10.50     -1.80       1.05E-02       6.84E-03       1.56E-02   1
      0.10      0.50     10.00     10.50     -1.72       8.77E-03       5.54E-03       1.33E-02   1
      0.10      0.50     10.00     10.50     -1.64       7.39E-03       4.55E-03       1.14E-02   1
      0.10      0.50     10.00     10.50     -1.56       6.27E-03       3.71E-03       9.79E-03   1
      0.10      0.50     10.00     10.50     -1.48       5.37E-03       3.16E-03       8.58E-03   1
      0.10      0.50     10.00     10.50     -1.40       4.64E-03       2.69E-03       7.61E-03   1
      0.10      0.50     10.00     10.50     -1.32       4.06E-03       2.23E-03       6.83E-03   1
      0.10      0.50     10.00     10.50     -1.24       3.60E-03       1.86E-03       6.27E-03   1
      0.10      0.50     10.00     10.50     -1.16       3.17E-03       1.59E-03       5.73E-03   1
      0.10      0.50     10.00     10.50     -1.08       2.81E-03       1.35E-03       5.16E-03   1
      0.10      0.50     10.00     10.50     -1.00       2.46E-03       1.11E-03       4.54E-03   1
      0.10      0.50     10.00     10.50     -0.92       2.09E-03       9.40E-04       3.97E-03   1
      0.10      0.50     10.00     10.50     -0.84       1.76E-03       7.61E-04       3.46E-03   1
      0.10      0.50     10.00     10.50     -0.76       1.46E-03       6.17E-04       3.00E-03   1
      0.10      0.50     10.00     10.50     -0.68       1.16E-03       4.57E-04       2.58E-03   1
      0.10      0.50     10.00     10.50     -0.60       9.25E-04       3.35E-04       2.16E-03   1
      0.10      0.50     10.00     10.50     -0.52       7.11E-04       2.40E-04       1.82E-03   1
      0.10      0.50     10.00     10.50     -0.44       5.51E-04       1.65E-04       1.51E-03   1
      0.10      0.50     10.00     10.50     -0.36       4.24E-04       1.12E-04       1.26E-03   1
      0.10      0.50     10.00     10.50     -0.28       3.24E-04       7.94E-05       1.07E-03   1
      0.10      0.50     10.00     10.50     -0.20       2.50E-04       5.60E-05       8.97E-04   1
      0.10      0.50     10.00     10.50     -0.12       1.98E-04       4.11E-05       7.57E-04   1
      0.10      0.50     10.00     10.50     -0.04       1.59E-04       3.20E-05       6.62E-04   1
      0.10      0.50     10.00     10.50      0.04       1.28E-04       2.48E-05       5.75E-04   1
      0.10      0.50     10.00     10.50      0.12       1.06E-04       1.87E-05       4.95E-04   1
      0.10      0.50     10.00     10.50      0.20       9.12E-05       1.46E-05       4.43E-04   1
      0.10      0.50     10.00     10.50      0.28       7.89E-05       1.14E-05       4.02E-04   1
      0.10      0.50     10.00     10.50      0.36       6.82E-05       9.13E-06       3.81E-04   1
      0.10      0.50     10.00     10.50      0.44       6.02E-05       7.55E-06       3.52E-04   1
      0.10      0.50     10.00     10.50      0.52       5.40E-05       6.26E-06       3.35E-04   1
      0.10      0.50     10.00     10.50      0.60       4.78E-05       5.43E-06       3.12E-04   1
      0.10      0.50     10.00     10.50      0.68       4.32E-05       4.52E-06       2.94E-04   1
      0.10      0.50     10.00     10.50      0.76       3.90E-05       3.93E-06       2.81E-04   1
      0.10      0.50     10.00     10.50      0.84       3.58E-05       3.51E-06       2.61E-04   1
      0.10      0.50     10.00     10.50      0.92       3.35E-05       2.96E-06       2.51E-04   1
      0.10      0.50     10.00     10.50      1.00       3.15E-05       2.57E-06       2.42E-04   1
      0.10      0.50     10.00     10.50      1.08       2.95E-05       2.29E-06       2.32E-04   1
      0.10      0.50     10.00     10.50      1.16       2.82E-05       2.09E-06       2.25E-04   1
      0.10      0.50     10.00     10.50      1.24       2.71E-05       1.88E-06       2.22E-04   1
      0.10      0.50     10.00     10.50      1.32       2.52E-05       1.62E-06       2.10E-04   1
      0.10      0.50     10.00     10.50      1.40       2.39E-05       1.39E-06       2.05E-04   1
      0.10      0.50     10.00     10.50      1.48       2.28E-05       1.24E-06       2.06E-04   1
      0.10      0.50     10.00     10.50      1.56       2.16E-05       1.16E-06       2.24E-04   1
      0.10      0.50     10.00     10.50      1.64       2.06E-05       1.09E-06       2.18E-04   1
      0.10      0.50     10.00     10.50      1.72       1.96E-05       1.03E-06       2.14E-04   1
      0.10      0.50     10.00     10.50      1.80       1.89E-05       9.61E-07       2.12E-04   1
      0.10      0.50     10.00     10.50      1.88       1.75E-05       9.21E-07       2.19E-04   1
      0.10      0.50     10.00     10.50      1.96       1.65E-05       8.57E-07       2.16E-04   1
      0.10      0.50     10.00     10.50      2.04       1.52E-05       7.29E-07       2.19E-04   1
      0.10      0.50     10.00     10.50      2.12       1.43E-05       6.49E-07       2.21E-04   1
      0.10      0.50     10.00     10.50      2.20       1.36E-05       5.62E-07       2.12E-04   1
      0.10      0.50     10.00     10.50      2.28       1.23E-05       4.95E-07       2.03E-04   1
      0.10      0.50     10.00     10.50      2.36       1.05E-05       4.06E-07       1.94E-04   1
      0.10      0.50     10.00     10.50      2.44       8.71E-06       3.15E-07       1.65E-04   1
      0.10      0.50     10.00     10.50      2.52       6.97E-06       2.35E-07       1.39E-04   1
      0.10      0.50     10.00     10.50      2.60       5.03E-06       1.64E-07       1.03E-04   1
      0.10      0.50     10.00     10.50      2.68       3.30E-06       1.09E-07       7.43E-05   1
      0.10      0.50     10.00     10.50      2.76       1.94E-06       6.09E-08       4.62E-05   1
      0.10      0.50     10.00     10.50      2.84       9.76E-07       2.94E-08       2.44E-05   1
      0.10      0.50     10.00     10.50      2.92       3.98E-07       1.17E-08       1.01E-05   1
      3.00      4.00     10.50     11.00     -5.00       5.33E-03       7.37E-05       8.00E-02   0
      3.00      4.00     10.50     11.00     -4.92       7.78E-03       1.10E-04       1.17E-01   0
      3.00      4.00     10.50     11.00     -4.84       1.12E-02       1.62E-04       1.62E-01   0
      3.00      4.00     10.50     11.00     -4.76       1.57E-02       2.29E-04       2.23E-01   0
      3.00      4.00     10.50     11.00     -4.68       2.10E-02       2.98E-04       2.85E-01   0
      3.00      4.00     10.50     11.00     -4.60       2.69E-02       3.97E-04       3.56E-01   0
      3.00      4.00     10.50     11.00     -4.52       3.28E-02       5.08E-04       4.13E-01   0
      3.00      4.00     10.50     11.00     -4.44       3.72E-02       6.35E-04       4.53E-01   0
      3.00      4.00     10.50     11.00     -4.36       4.31E-02       7.52E-04       4.59E-01   0
      3.00      4.00     10.50     11.00     -4.28       4.58E-02       8.66E-04       4.43E-01   0
      3.00      4.00     10.50     11.00     -4.20       4.68E-02       9.29E-04       4.28E-01   0
      3.00      4.00     10.50     11.00     -4.12       4.64E-02       9.89E-04       4.13E-01   0
      3.00      4.00     10.50     11.00     -4.04       4.68E-02       9.72E-04       3.92E-01   0
      3.00      4.00     10.50     11.00     -3.96       4.60E-02       1.04E-03       3.65E-01   0
      3.00      4.00     10.50     11.00     -3.88       4.54E-02       1.15E-03       3.42E-01   0
      3.00      4.00     10.50     11.00     -3.80       4.43E-02       1.22E-03       3.24E-01   0
      3.00      4.00     10.50     11.00     -3.72       4.09E-02       1.28E-03       3.22E-01   0
      3.00      4.00     10.50     11.00     -3.64       3.85E-02       1.29E-03       3.10E-01   0
      3.00      4.00     10.50     11.00     -3.56       3.61E-02       1.38E-03       3.00E-01   0
      3.00      4.00     10.50     11.00     -3.48       3.49E-02       1.41E-03       2.96E-01   0
      3.00      4.00     10.50     11.00     -3.40       3.41E-02       1.46E-03       2.83E-01   0
      3.00      4.00     10.50     11.00     -3.32       3.24E-02       1.64E-03       2.60E-01   0
      3.00      4.00     10.50     11.00     -3.24       3.12E-02       1.68E-03       2.44E-01   0
      3.00      4.00     10.50     11.00     -3.16       3.06E-02       1.86E-03       2.25E-01   0
      3.00      4.00     10.50     11.00     -3.08       2.92E-02       2.04E-03       2.15E-01   0
      3.00      4.00     10.50     11.00     -3.00       2.85E-02       2.10E-03       1.94E-01   0
      3.00      4.00     10.50     11.00     -2.92       2.72E-02       2.25E-03       1.80E-01   0
      3.00      4.00     10.50     11.00     -2.84       2.63E-02       2.52E-03       1.69E-01   0
      3.00      4.00     10.50     11.00     -2.76       2.55E-02       2.68E-03       1.62E-01   0
      3.00      4.00     10.50     11.00     -2.68       2.48E-02       2.76E-03       1.43E-01   0
      3.00      4.00     10.50     11.00     -2.60       2.39E-02       2.99E-03       1.33E-01   0
      3.00      4.00     10.50     11.00     -2.52       2.33E-02       3.22E-03       1.26E-01   0
      3.00      4.00     10.50     11.00     -2.44       2.33E-02       3.40E-03       1.14E-01   0
      3.00      4.00     10.50     11.00     -2.36       2.33E-02       3.72E-03       1.08E-01   0
      3.00      4.00     10.50     11.00     -2.28       2.36E-02       4.19E-03       9.91E-02   0
      3.00      4.00     10.50     11.00     -2.20       2.35E-02       4.58E-03       9.33E-02   0
      3.00      4.00     10.50     11.00     -2.12       2.49E-02       5.12E-03       8.85E-02   0
      3.00      4.00     10.50     11.00     -2.04       2.59E-02       5.61E-03       8.62E-02   0
      3.00      4.00     10.50     11.00     -1.96       2.73E-02       6.37E-03       8.23E-02   1
      3.00      4.00     10.50     11.00     -1.88       2.88E-02       7.22E-03       8.27E-02   1
      3.00      4.00     10.50     11.00     -1.80       3.05E-02       7.87E-03       8.37E-02   1
      3.00      4.00     10.50     11.00     -1.72       3.24E-02       9.31E-03       8.50E-02   1
      3.00      4.00     10.50     11.00     -1.64       3.42E-02       1.04E-02       8.67E-02   1
      3.00      4.00     10.50     11.00     -1.56       3.65E-02       1.17E-02       8.84E-02   1
      3.00      4.00     10.50     11.00     -1.48       3.83E-02       1.28E-02       8.93E-02   1
      3.00      4.00     10.50     11.00     -1.40       4.01E-02       1.37E-02       9.03E-02   1
      3.00      4.00     10.50     11.00     -1.32       4.15E-02       1.53E-02       9.16E-02   1
      3.00      4.00     10.50     11.00     -1.24       4.23E-02       1.63E-02       8.82E-02   1
      3.00      4.00     10.50     11.00     -1.16       4.34E-02       1.75E-02       8.85E-02   1
      3.00      4.00     10.50     11.00     -1.08       4.45E-02       1.83E-02       8.78E-02   1
      3.00      4.00     10.50     11.00     -1.00       4.48E-02       1.88E-02       8.62E-02   1
      3.00      4.00     10.50     11.00     -0.92       4.45E-02       1.91E-02       8.56E-02   1
      3.00      4.00     10.50     11.00     -0.84       4.43E-02       1.94E-02       8.41E-02   1
      3.00      4.00     10.50     11.00     -0.76       4.40E-02       1.95E-02       8.18E-02   1
      3.00      4.00     10.50     11.00     -0.68       4.32E-02       1.96E-02       7.97E-02   1
      3.00      4.00     10.50     11.00     -0.60       4.23E-02       1.91E-02       7.83E-02   1
      3.00      4.00     10.50     11.00     -0.52       4.05E-02       1.86E-02       7.62E-02   1
      3.00      4.00     10.50     11.00     -0.44       3.81E-02       1.76E-02       7.29E-02   1
      3.00      4.00     10.50     11.00     -0.36       3.51E-02       1.58E-02       6.89E-02   1
      3.00      4.00     10.50     11.00     -0.28       3.21E-02       1.40E-02       6.40E-02   1
      3.00      4.00     10.50     11.00     -0.20       2.88E-02       1.20E-02       5.81E-02   1
      3.00      4.00     10.50     11.00     -0.12       2.48E-02       9.65E-03       5.16E-02   1
      3.00      4.00     10.50     11.00     -0.04       2.07E-02       7.69E-03       4.49E-02   1
      3.00      4.00     10.50     11.00      0.04       1.70E-02       6.12E-03       3.76E-02   1
      3.00      4.00     10.50     11.00      0.12       1.36E-02       4.52E-03       3.28E-02   1
      3.00      4.00     10.50     11.00      0.20       1.07E-02       3.36E-03       2.76E-02   1
      3.00      4.00     10.50     11.00      0.28       8.40E-03       2.34E-03       2.37E-02   1
      3.00      4.00     10.50     11.00      0.36       6.56E-03       1.71E-03       2.04E-02   1
      3.00      4.00     10.50     11.00      0.44       5.13E-03       1.26E-03       1.67E-02   1
      3.00      4.00     10.50     11.00      0.52       4.15E-03       9.88E-04       1.42E-02   1
      3.00      4.00     10.50     11.00      0.60       3.32E-03       7.25E-04       1.22E-02   1
      3.00      4.00     10.50     11.00      0.68       2.76E-03       5.38E-04       1.06E-02   1
      3.00      4.00     10.50     11.00      0.76       2.28E-03       4.21E-04       9.58E-03   1
      3.00      4.00     10.50     11.00      0.84       1.91E-03       3.39E-04       8.51E-03   1
      3.00      4.00     10.50     11.00      0.92       1.66E-03       2.66E-04       8.03E-03   1
      3.00      4.00     10.50     11.00      1.00       1.42E-03       2.16E-04       7.28E-03   1
      3.00      4.00     10.50     11.00      1.08       1.22E-03       1.77E-04       6.58E-03   1
      3.00      4.00     10.50     11.00      1.16       1.07E-03       1.41E-04       6.04E-03   1
      3.00      4.00     10.50     11.00      1.24       9.77E-04       1.13E-04       5.86E-03   1
      3.00      4.00     10.50     11.00      1.32       9.04E-04       9.37E-05       5.55E-03   1
      3.00      4.00     10.50     11.00      1.40       8.31E-04       8.26E-05       5.37E-03   1
      3.00      4.00     10.50     11.00      1.48       7.68E-04       7.23E-05       5.46E-03   1
      3.00      4.00     10.50     11.00      1.56       7.10E-04       6.19E-05       5.30E-03   1
      3.00      4.00     10.50     11.00      1.64       6.53E-04       5.41E-05       5.18E-03   1
      3.00      4.00     10.50     11.00      1.72       6.26E-04       4.74E-05       5.07E-03   1
      3.00      4.00     10.50     11.00      1.80       5.92E-04       4.08E-05       5.23E-03   1
      3.00      4.00     10.50     11.00      1.88       5.67E-04       3.56E-05       5.07E-03   1
      3.00      4.00     10.50     11.00      1.96       5.35E-04       3.05E-05       5.08E-03   1
      3.00      4.00     10.50     11.00      2.04       5.05E-04       2.62E-05       5.17E-03   1
      3.00      4.00     10.50     11.00      2.12       4.66E-04       2.26E-05       5.11E-03   1
      3.00      4.00     10.50     11.00      2.20       4.23E-04       1.89E-05       5.04E-03   1
      3.00      4.00     10.50     11.00      2.28       3.86E-04       1.58E-05       4.86E-03   1
      3.00      4.00     10.50     11.00      2.36       3.35E-04       1.28E-05       4.42E-03   1
      3.00      4.00     10.50     11.00      2.44       2.76E-04       1.03E-05       3.84E-03   1
      3.00      4.00     10.50     11.00      2.52       2.11E-04       7.77E-06       3.19E-03   1
      3.00      4.00     10.50     11.00      2.60       1.57E-04       5.32E-06       2.47E-03   1
      3.00      4.00     10.50     11.00      2.68       1.03E-04       3.41E-06       1.71E-03   1
      3.00      4.00     10.50     11.00      2.76       6.01E-05       1.88E-06       1.03E-03   1
      3.00      4.00     10.50     11.00      2.84       3.00E-05       9.12E-07       5.37E-04   1
      3.00      4.00     10.50     11.00      2.92       1.23E-05       3.67E-07       2.18E-04   1
      2.50      3.00     10.50     11.00     -5.00       5.64E-03       1.92E-04       5.33E-02   0
      2.50      3.00     10.50     11.00     -4.92       8.38E-03       3.00E-04       7.81E-02   0
      2.50      3.00     10.50     11.00     -4.84       1.19E-02       4.30E-04       1.11E-01   0
      2.50      3.00     10.50     11.00     -4.76       1.64E-02       6.07E-04       1.51E-01   0
      2.50      3.00     10.50     11.00     -4.68       2.19E-02       8.09E-04       1.97E-01   0
      2.50      3.00     10.50     11.00     -4.60       2.83E-02       1.07E-03       2.41E-01   0
      2.50      3.00     10.50     11.00     -4.52       3.43E-02       1.39E-03       2.78E-01   0
      2.50      3.00     10.50     11.00     -4.44       4.00E-02       1.76E-03       3.02E-01   0
      2.50      3.00     10.50     11.00     -4.36       4.38E-02       2.06E-03       3.22E-01   0
      2.50      3.00     10.50     11.00     -4.28       4.87E-02       2.41E-03       3.21E-01   0
      2.50      3.00     10.50     11.00     -4.20       5.15E-02       2.69E-03       3.05E-01   0
      2.50      3.00     10.50     11.00     -4.12       5.35E-02       3.00E-03       3.02E-01   0
      2.50      3.00     10.50     11.00     -4.04       5.46E-02       3.26E-03       2.82E-01   0
      2.50      3.00     10.50     11.00     -3.96       5.58E-02       3.50E-03       2.71E-01   0
      2.50      3.00     10.50     11.00     -3.88       5.47E-02       3.65E-03       2.67E-01   0
      2.50      3.00     10.50     11.00     -3.80       5.39E-02       3.68E-03       2.64E-01   0
      2.50      3.00     10.50     11.00     -3.72       5.39E-02       4.26E-03       2.63E-01   0
      2.50      3.00     10.50     11.00     -3.64       5.55E-02       4.68E-03       2.66E-01   0
      2.50      3.00     10.50     11.00     -3.56       5.54E-02       5.19E-03       2.60E-01   0
      2.50      3.00     10.50     11.00     -3.48       5.64E-02       5.67E-03       2.59E-01   0
      2.50      3.00     10.50     11.00     -3.40       5.73E-02       5.92E-03       2.64E-01   0
      2.50      3.00     10.50     11.00     -3.32       5.83E-02       6.47E-03       2.71E-01   0
      2.50      3.00     10.50     11.00     -3.24       5.96E-02       7.27E-03       2.62E-01   0
      2.50      3.00     10.50     11.00     -3.16       6.04E-02       7.90E-03       2.63E-01   0
      2.50      3.00     10.50     11.00     -3.08       6.25E-02       8.85E-03       2.53E-01   0
      2.50      3.00     10.50     11.00     -3.00       6.44E-02       9.83E-03       2.53E-01   0
      2.50      3.00     10.50     11.00     -2.92       6.56E-02       1.06E-02       2.52E-01   0
      2.50      3.00     10.50     11.00     -2.84       6.73E-02       1.18E-02       2.56E-01   0
      2.50      3.00     10.50     11.00     -2.76       6.95E-02       1.36E-02       2.54E-01   0
      2.50      3.00     10.50     11.00     -2.68       7.15E-02       1.47E-02       2.56E-01   0
      2.50      3.00     10.50     11.00     -2.60       7.35E-02       1.61E-02       2.55E-01   0
      2.50      3.00     10.50     11.00     -2.52       7.58E-02       1.83E-02       2.43E-01   0
      2.50      3.00     10.50     11.00     -2.44       7.89E-02       2.00E-02       2.37E-01   0
      2.50      3.00     10.50     11.00     -2.36       8.18E-02       2.30E-02       2.35E-01   0
      2.50      3.00     10.50     11.00     -2.28       8.52E-02       2.61E-02       2.26E-01   0
      2.50      3.00     10.50     11.00     -2.20       8.92E-02       2.93E-02       2.22E-01   0
      2.50      3.00     10.50     11.00     -2.12       9.29E-02       3.42E-02       2.15E-01   1
      2.50      3.00     10.50     11.00     -2.04       9.65E-02       3.93E-02       2.09E-01   1
      2.50      3.00     10.50     11.00     -1.96       1.01E-01       4.51E-02       2.02E-01   1
      2.50      3.00     10.50     11.00     -1.88       1.03E-01       5.11E-02       1.98E-01   1
      2.50      3.00     10.50     11.00     -1.80       1.08E-01       5.63E-02       1.95E-01   1
      2.50      3.00     10.50     11.00     -1.72       1.12E-01       6.04E-02       1.94E-01   1
      2.50      3.00     10.50     11.00     -1.64       1.17E-01       6.41E-02       1.92E-01   1
      2.50      3.00     10.50     11.00     -1.56       1.20E-01       6.86E-02       1.89E-01   1
      2.50      3.00     10.50     11.00     -1.48       1.21E-01       7.27E-02       1.86E-01   1
      2.50      3.00     10.50     11.00     -1.40       1.23E-01       7.45E-02       1.80E-01   1
      2.50      3.00     10.50     11.00     -1.32       1.20E-01       7.68E-02       1.75E-01   1
      2.50      3.00     10.50     11.00     -1.24       1.18E-01       7.69E-02       1.67E-01   1
      2.50      3.00     10.50     11.00     -1.16       1.14E-01       7.54E-02       1.58E-01   1
      2.50      3.00     10.50     11.00     -1.08       1.08E-01       7.25E-02       1.49E-01   1
      2.50      3.00     10.50     11.00     -1.00       1.00E-01       6.95E-02       1.41E-01   1
      2.50      3.00     10.50     11.00     -0.92       9.29E-02       6.29E-02       1.31E-01   1
      2.50      3.00     10.50     11.00     -0.84       8.50E-02       5.71E-02       1.20E-01   1
      2.50      3.00     10.50     11.00     -0.76       7.65E-02       5.13E-02       1.09E-01   1
      2.50      3.00     10.50     11.00     -0.68       6.78E-02       4.47E-02       9.65E-02   1
      2.50      3.00     10.50     11.00     -0.60       5.87E-02       3.77E-02       8.44E-02   1
      2.50      3.00     10.50     11.00     -0.52       4.91E-02       3.12E-02       7.19E-02   1
      2.50      3.00     10.50     11.00     -0.44       3.95E-02       2.41E-02       5.98E-02   1
      2.50      3.00     10.50     11.00     -0.36       3.10E-02       1.77E-02       4.83E-02   1
      2.50      3.00     10.50     11.00     -0.28       2.33E-02       1.24E-02       3.79E-02   1
      2.50      3.00     10.50     11.00     -0.20       1.69E-02       8.19E-03       2.96E-02   1
      2.50      3.00     10.50     11.00     -0.12       1.22E-02       5.40E-03       2.31E-02   1
